ID (2.5Hz), Table X, Table Y, Connector1 X, Connector1 Y, Connector2 X, Connector2 Y, Connector3 X, Connector3 Y, Connector4 X, Connector4 Y, Leg1 X, Leg1 Y, Leg2 X, Leg2 Y, Leg3 X, Leg3 Y, Leg4 X, Pen1 X, Pen1 Y, Pen2 X, Pen2 Y;
0, 0.844718873501, 0.169575452805, 0.994718873501, 0.259575452805, 0.694718873501, 0.259575452805, 0.694718873501, 0.0795754528046, 0.994718873501, 0.0795754528046, 0.546096265316, 0.179423123598, 0.309714734554, 0.298229932785, 0.265771538019, 0.283020168543, 0.47939273715, 0.240699961782, , , , ;
1, 0.844779312611, 0.169607803226, 0.994779312611, 0.259607803226, 0.694779312611, 0.259607803226, 0.694779312611, 0.0796078032255, 0.994779312611, 0.0796078032255, 0.546226382256, 0.179411262274, 0.309695571661, 0.29824078083, 0.265766441822, 0.283077269793, 0.479405909777, 0.240708425641, , , , ;
2, 0.844667315483, 0.169455900788, 0.994667315483, 0.259455900788, 0.694667315483, 0.259455900788, 0.694667315483, 0.0794559007883, 0.994667315483, 0.0794559007883, 0.546183586121, 0.179403722286, 0.309674263, 0.298241347075, 0.265762716532, 0.283006757498, 0.479385644197, 0.240744575858, , , , ;
3, 0.844679355621, 0.169502064586, 0.994679355621, 0.259502064586, 0.694679355621, 0.259502064586, 0.694679355621, 0.0795020645857, 0.994679355621, 0.0795020645857, 0.546071946621, 0.179396525025, 0.309725314379, 0.298224121332, 0.265787959099, 0.283002316952, 0.479387074709, 0.240748628974, , , , ;
4, 0.844685971737, 0.169577658176, 0.994685971737, 0.259577658176, 0.694685971737, 0.259577658176, 0.694685971737, 0.0795776581764, 0.994685971737, 0.0795776581764, 0.546092629433, 0.179336279631, 0.30967566371, 0.298242717981, 0.265782773495, 0.283033549786, 0.47937643528, 0.240748763084, , , , ;
5, 0.844719231129, 0.169454708695, 0.994719231129, 0.259454708695, 0.694719231129, 0.259454708695, 0.694719231129, 0.0794547086954, 0.994719231129, 0.0794547086954, 0.546268582344, 0.179394677281, 0.309741526842, 0.298242539167, 0.265759676695, 0.282980978489, 0.47946998477, 0.240770727396, , , , ;
6, 0.844664156437, 0.169495254755, 0.994664156437, 0.259495254755, 0.694664156437, 0.259495254755, 0.694664156437, 0.079495254755, 0.994664156437, 0.079495254755, 0.546127200127, 0.179361194372, 0.309677124023, 0.29831135273, 0.265711694956, 0.283040702343, 0.479446530342, 0.240704104304, , , , ;
7, 0.844645500183, 0.169496685266, 0.994645500183, 0.259496685266, 0.694645500183, 0.259496685266, 0.694645500183, 0.0794966852665, 0.994645500183, 0.0794966852665, 0.546154975891, 0.179472625256, 0.309695541859, 0.298275828362, 0.265717744827, 0.282908976078, 0.479367464781, 0.240799933672, , , , ;
8, 0.844701230526, 0.169696345925, 0.994701230526, 0.259696345925, 0.694701230526, 0.259696345925, 0.694701230526, 0.0796963459253, 0.994701230526, 0.0796963459253, 0.546311199665, 0.179389640689, 0.309718757868, 0.298281103373, 0.265828549862, 0.282968908548, 0.479393303394, 0.240719988942, , , , ;
9, 0.844841003418, 0.169649317861, 0.994841003418, 0.259649317861, 0.694841003418, 0.259649317861, 0.694841003418, 0.0796493178606, 0.994841003418, 0.0796493178606, 0.642955124378, 0.0674481391907, 0.309739083052, 0.298246055841, 0.2657995224, 0.282956033945, 0.479502499104, 0.240716397762, , , , ;
10, 0.844769835472, 0.16939471662, 0.994769835472, 0.25939471662, 0.694769835472, 0.25939471662, 0.694769835472, 0.0793947166204, 0.994769835472, 0.0793947166204, 0.683066427708, 0.0651427730918, 0.309669673443, 0.298222929239, 0.265825182199, 0.282845377922, 0.47944149375, 0.2407143116, , , , ;
11, 0.844717979431, 0.169495269656, 0.994717979431, 0.259495269656, 0.694717979431, 0.259495269656, 0.694717979431, 0.0794952696562, 0.994717979431, 0.0794952696562, 0.685595393181, 0.0679969489574, 0.309643000364, 0.298319935799, 0.265900760889, 0.28293043375, 0.479335457087, 0.240816116333, , , , ;
12, 0.844817817211, 0.169636517763, 0.994817817211, 0.259636517763, 0.694817817211, 0.259636517763, 0.694817817211, 0.0796365177631, 0.994817817211, 0.0796365177631, 0.685946524143, 0.0681617259979, 0.309698373079, 0.298229247332, 0.265919595957, 0.282870054245, 0.47940659523, 0.240752279758, , , , ;
13, 0.84482216835, 0.169408172369, 0.99482216835, 0.259408172369, 0.69482216835, 0.259408172369, 0.69482216835, 0.079408172369, 0.99482216835, 0.079408172369, 0.685644209385, 0.0680828541517, 0.309719979763, 0.298225581646, 0.265926122665, 0.282932937145, 0.479287296534, 0.240590393543, , , , ;
14, 0.844837784767, 0.169389903545, 0.994837784767, 0.259389903545, 0.694837784767, 0.259389903545, 0.694837784767, 0.0793899035454, 0.994837784767, 0.0793899035454, 0.686012864113, 0.0680517330766, 0.309726685286, 0.298213005066, 0.265892505646, 0.282893270254, 0.479486227036, 0.240757420659, 1.03075802326, 0.223965078592, , ;
15, 0.844751000404, 0.169695973396, 0.994751000404, 0.259695973396, 0.694751000404, 0.259695973396, 0.694751000404, 0.0796959733963, 0.994751000404, 0.0796959733963, 0.685986161232, 0.0681667998433, 0.309771329165, 0.29828491807, 0.265976369381, 0.282839626074, 0.47944638133, 0.240743935108, 0.827558100224, 0.130364075303, 1.21215164661, 0.360708862543;
16, 0.844587564468, 0.169431090355, 0.994587564468, 0.259431090355, 0.694587564468, 0.259431090355, 0.694587564468, 0.0794310903549, 0.994587564468, 0.0794310903549, 0.687284350395, 0.0668101683259, 0.30979424715, 0.298200786114, 0.266000419855, 0.282843708992, 0.479509413242, 0.240767270327, , , 1.21226108074, 0.360552221537;
17, 0.844871044159, 0.16960734129, 0.994871044159, 0.25960734129, 0.694871044159, 0.25960734129, 0.694871044159, 0.0796073412895, 0.994871044159, 0.0796073412895, 0.687183797359, 0.0669315904379, 0.309808164835, 0.298291832209, 0.265938073397, 0.282865911722, 0.479436546564, 0.240761712193, 0.903779089451, 0.144962191582, 1.21213245392, 0.360574692488;
18, 0.844813168049, 0.169483199716, 0.994813168049, 0.259483199716, 0.694813168049, 0.259483199716, 0.694813168049, 0.0794831997156, 0.994813168049, 0.0794831997156, 0.687255740166, 0.0669766813517, 0.309795796871, 0.298280626535, 0.265930831432, 0.282893925905, 0.479433000088, 0.240721479058, 1.16035056114, 0.174242094159, 1.21243405342, 0.360589504242;
19, 0.844832956791, 0.169418543577, 0.994832956791, 0.259418543577, 0.694832956791, 0.259418543577, 0.694832956791, 0.0794185435772, 0.994832956791, 0.0794185435772, 0.68720304966, 0.0669965967536, 0.309739172459, 0.298233091831, 0.266063064337, 0.282822430134, 0.479442209005, 0.240771099925, 1.17726492882, 0.175475880504, 1.21217525005, 0.360596001148;
20, 0.84479612112, 0.169423773885, 0.99479612112, 0.259423773885, 0.69479612112, 0.259423773885, 0.69479612112, 0.0794237738848, 0.99479612112, 0.0794237738848, 0.687235057354, 0.0669786930084, 0.309709817171, 0.298236519098, 0.265937447548, 0.282836288214, 0.479492932558, 0.24075460434, 1.1811003685, 0.177037939429, 1.2119910717, 0.360628664494;
